week,alpha,EXCELLENT,GOOD,NORMAL,DISAPPOINTED,Excellent_lead_1wk,Good_lead_1wk,Normal_lead_1wk,Disappoint_lead_1wk,Excellent_lead_2wk,Good_lead_2wk,Normal_lead_2wk,Disappoint_lead_2wk,Alpha_class
378,-1,1,1,1,3,2,0,4,0,2,3,3,0,3
379,2.08,0,2,1,2,1,1,1,3,2,0,4,0,4
380,-6.18,3,1,2,2,0,2,1,2,1,1,1,3,1
381,5.6499999999999995,3,2,3,1,3,1,2,2,0,2,1,2,6
382,0.98,4,5,4,2,3,2,3,1,3,1,2,2,4
383,-1.5399999999999998,0,4,1,0,4,5,4,2,3,2,3,1,3
384,-0.7400000000000002,1,1,1,1,0,4,1,0,4,5,4,2,3
385,4.8,1,3,3,0,1,1,1,1,0,4,1,0,5
386,-8.59,0,3,0,1,1,3,3,0,1,1,1,1,1
387,-3.78,1,2,1,1,0,3,0,1,1,3,3,0,2
388,-2.73,1,2,3,0,1,2,1,1,0,3,0,1,2
389,1.33,1,1,4,0,1,2,3,0,1,2,1,1,4
390,4.46,1,4,0,0,1,1,4,0,1,2,3,0,5
391,-0.73,0,2,2,1,1,4,0,0,1,1,4,0,3
392,2.2199999999999998,2,3,1,0,0,2,2,1,1,4,0,0,4
393,8.49,0,3,2,3,2,3,1,0,0,2,2,1,6
394,-9.510000000000002,0,1,2,1,0,3,2,3,2,3,1,0,1
395,-1.1099999999999999,1,3,0,1,0,1,2,1,0,3,2,3,3
396,-2.1799999999999997,0,1,2,1,1,3,0,1,0,1,2,1,3
397,-0.9200000000000002,1,1,3,2,0,1,2,1,1,3,0,1,3
398,-2.7,0,3,4,1,1,1,3,2,0,1,2,1,2
399,-1.4400000000000004,2,2,1,0,0,3,4,1,1,1,3,2,3
400,2.3300000000000005,2,4,2,0,2,2,1,0,0,3,4,1,4
401,1.6800000000000002,2,1,4,0,2,4,2,0,2,2,1,0,4
402,-2.26,2,6,2,1,2,1,4,0,2,4,2,0,3
403,-1.1699999999999997,1,4,1,0,2,6,2,1,2,1,4,0,3
404,0.7800000000000002,4,6,3,2,1,4,1,0,2,6,2,1,4
405,3.11,0,3,2,1,4,6,3,2,1,4,1,0,5
406,2.74,4,3,3,1,0,3,2,1,4,6,3,2,5
407,-2.7299999999999995,1,1,2,1,4,3,3,1,0,3,2,1,2
408,-7.3100000000000005,2,4,3,3,1,1,2,1,4,3,3,1,1
409,3.1600000000000006,1,3,2,0,2,4,3,3,1,1,2,1,5
410,-1.0299999999999994,6,4,1,0,1,3,2,0,2,4,3,3,3
411,-5.3,1,2,3,1,6,4,1,0,1,3,2,0,1
412,1.4100000000000001,0,4,2,3,1,2,3,1,6,4,1,0,4
413,-2.2700000000000005,0,7,1,3,0,4,2,3,1,2,3,1,3
414,-0.8099999999999998,3,5,3,0,0,7,1,3,0,4,2,3,3
415,2.1799999999999997,2,5,2,0,3,5,3,0,0,7,1,3,4
416,3.0399999999999996,0,4,1,1,2,5,2,0,3,5,3,0,5
417,-3.78,2,0,2,1,0,4,1,1,2,5,2,0,2
418,3.55,2,3,3,0,2,0,2,1,0,4,1,1,5
419,-7.640000000000001,1,1,4,1,2,3,3,0,2,0,2,1,1
420,-0.0900000000000003,0,4,0,0,1,1,4,1,2,3,3,0,3
421,7.69,0,1,3,0,0,4,0,0,1,1,4,1,6
422,-2.76,0,2,1,1,0,1,3,0,0,4,0,0,2
423,-1.6600000000000001,0,0,3,2,0,2,1,1,0,1,3,0,3
424,-0.47,0,0,0,0,0,0,3,2,0,2,1,1,3
425,-1.3199999999999998,0,3,0,2,0,0,0,0,0,0,3,2,3
426,4.95,0,1,0,1,0,3,0,2,0,0,0,0,5
427,-2.4499999999999997,0,1,1,0,0,1,0,1,0,3,0,2,3
428,-1.79,0,1,1,0,0,1,1,0,0,1,0,1,3
429,-0.6399999999999999,1,2,2,0,0,1,1,0,0,1,1,0,3
430,-1.71,0,0,3,1,1,2,2,0,0,1,1,0,3
431,3.22,0,2,1,1,0,0,3,1,1,2,2,0,5
432,-0.8399999999999999,0,3,3,0,0,2,1,1,0,0,3,1,3
433,-3,0,0,0,1,0,3,3,0,0,2,1,1,2
434,-7.409999999999999,0,1,1,1,0,0,0,1,0,3,3,0,1
435,2.14,0,2,0,0,0,1,1,1,0,0,0,1,4
436,-0.9099999999999999,0,2,2,0,0,2,0,0,0,1,1,1,3
437,0.2799999999999998,0,0,1,1,0,2,2,0,0,2,0,0,4
438,0.81,0,1,2,1,0,0,1,1,0,2,2,0,4
439,-1.02,0,0,0,0,0,1,2,1,0,0,1,1,3
440,-2.23,0,0,0,0,0,0,0,0,0,1,2,1,3
441,-2.8200000000000003,0,0,0,0,0,0,0,0,0,0,0,0,2
442,2,0,0,0,0,0,0,0,0,0,0,0,0,4
443,2.89,0,0,0,0,0,0,0,0,0,0,0,0,5
444,-1.31,0,0,0,0,0,0,0,0,0,0,0,0,3
445,-0.33000000000000007,0,0,0,0,0,0,0,0,0,0,0,0,3
446,-0.07000000000000006,0,0,0,0,0,0,0,0,0,0,0,0,3
447,-5.69,0,0,0,0,0,0,0,0,0,0,0,0,1
448,1.42,0,0,0,0,0,0,0,0,0,0,0,0,4
449,-0.43000000000000005,0,0,0,0,0,0,0,0,0,0,0,0,3
450,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,3
451,5.96,0,0,0,0,0,0,0,0,0,0,0,0,6
452,-0.04999999999999982,0,0,0,0,0,0,0,0,0,0,0,0,3
453,3.9499999999999993,0,0,0,0,0,0,0,0,0,0,0,0,5
454,2.7700000000000005,0,0,0,0,0,0,0,0,0,0,0,0,5
455,-0.89,0,0,0,0,0,0,0,0,0,0,0,0,3
456,-1.42,0,0,0,0,0,0,0,0,0,0,0,0,3
